il,bolge,yil,urun,ekilen_alan_dekar,hasat_alan_dekar,uretim_ton,verim_kg_dekar,ort_sicaklik_C,toplam_yagis_mm,yagisli_gun,bagil_nem_pct,rakım_kategori,kuraklik_indeksi,yagis_sapma_zscore,sicaklik_genlik,verim_degisim_pct,verim_sinifi,verim_sinifi_label,hasat_orani
Aksaray,İç Anadolu,2022,Arpa,130342,119101,26382.3,221.5,9.9,444.2,59,52.5,mid,40.75,1.88,28,-5.22,1,Yüksek,0.914
Aksaray,İç Anadolu,2023,Arpa,134263,115132,27161.2,235.9,10.7,363.3,55,56.8,mid,31.05,-0.2,28,6.5,1,Yüksek,0.858
Aksaray,İç Anadolu,2024,Arpa,92421,89543,21759.6,243.0,11.5,401.6,58,55.9,mid,32.13,0.79,28,3.01,1,Yüksek,0.969
Aksaray,İç Anadolu,2012,Ayçiçeği,12642,12394,1612.3,130.1,11.1,320.9,49,52.2,mid,26.52,-1.28,28,0.0,0,Düşük,0.98
Aksaray,İç Anadolu,2013,Ayçiçeği,116259,98884,12882.7,130.3,11.1,314.0,47,60.1,mid,25.95,-1.46,28,0.15,0,Düşük,0.851
Aksaray,İç Anadolu,2014,Ayçiçeği,84731,73105,11035.2,150.9,9.4,341.2,40,49.0,mid,32.81,-0.76,28,15.81,1,Yüksek,0.863
Aksaray,İç Anadolu,2015,Ayçiçeği,109292,107812,14929.0,138.5,12.2,347.1,40,49.1,mid,26.3,-0.61,28,-8.22,1,Yüksek,0.986
Aksaray,İç Anadolu,2016,Ayçiçeği,192397,168788,25745.9,152.5,11.4,402.7,40,54.9,mid,32.48,0.81,28,10.11,1,Yüksek,0.877
Aksaray,İç Anadolu,2017,Ayçiçeği,85308,84366,11358.1,134.6,11.7,403.9,60,54.4,mid,31.8,0.85,28,-11.74,0,Düşük,0.989
Aksaray,İç Anadolu,2018,Ayçiçeği,137903,124223,15854.6,127.6,10.6,392.8,59,55.6,mid,33.86,0.56,28,-5.2,0,Düşük,0.901
Aksaray,İç Anadolu,2019,Ayçiçeği,35348,32746,4580.3,139.9,12.4,356.1,54,51.9,mid,26.57,-0.38,28,9.64,1,Yüksek,0.926
Aksaray,İç Anadolu,2020,Ayçiçeği,104083,92076,12212.2,132.6,11.0,328.5,40,49.4,mid,27.38,-1.09,28,-5.22,0,Düşük,0.885
Aksaray,İç Anadolu,2021,Ayçiçeği,32197,31732,4568.6,144.0,12.7,406.0,63,51.1,mid,29.64,0.9,28,8.6,1,Yüksek,0.986
Aksaray,İç Anadolu,2022,Ayçiçeği,16539,16178,2505.5,154.9,9.9,444.2,59,52.5,mid,40.75,1.88,28,7.57,1,Yüksek,0.978
Aksaray,İç Anadolu,2023,Ayçiçeği,111917,103094,15940.8,154.6,10.7,363.3,55,56.8,mid,31.05,-0.2,28,-0.19,1,Yüksek,0.921
Aksaray,İç Anadolu,2024,Ayçiçeği,95365,83777,11932.3,142.4,11.5,401.6,58,55.9,mid,32.13,0.79,28,-7.89,1,Yüksek,0.878
Aksaray,İç Anadolu,2012,Buğday,133041,117900,26577.8,225.4,11.1,320.9,49,52.2,mid,26.52,-1.28,28,0.0,1,Yüksek,0.886
Aksaray,İç Anadolu,2013,Buğday,191278,172406,34357.8,199.3,11.1,314.0,47,60.1,mid,25.95,-1.46,28,-11.58,0,Düşük,0.901
Aksaray,İç Anadolu,2014,Buğday,7413,6530,1515.7,232.1,9.4,341.2,40,49.0,mid,32.81,-0.76,28,16.46,1,Yüksek,0.881
Aksaray,İç Anadolu,2015,Buğday,68230,66760,14425.3,216.1,12.2,347.1,40,49.1,mid,26.3,-0.61,28,-6.89,0,Düşük,0.978
Aksaray,İç Anadolu,2016,Buğday,62089,56711,13015.6,229.5,11.4,402.7,40,54.9,mid,32.48,0.81,28,6.2,1,Yüksek,0.913
Aksaray,İç Anadolu,2017,Buğday,83608,76124,17272.6,226.9,11.7,403.9,60,54.4,mid,31.8,0.85,28,-1.13,1,Yüksek,0.91
Aksaray,İç Anadolu,2018,Buğday,64055,58416,12751.0,218.3,10.6,392.8,59,55.6,mid,33.86,0.56,28,-3.79,1,Yüksek,0.912
Aksaray,İç Anadolu,2019,Buğday,105128,103096,21570.3,209.2,12.4,356.1,54,51.9,mid,26.57,-0.38,28,-4.17,0,Düşük,0.981
Aksaray,İç Anadolu,2020,Buğday,172462,156769,34308.8,218.8,11.0,328.5,40,49.4,mid,27.38,-1.09,28,4.59,1,Yüksek,0.909
Aksaray,İç Anadolu,2021,Buğday,112338,106462,23776.0,223.3,12.7,406.0,63,51.1,mid,29.64,0.9,28,2.06,1,Yüksek,0.948
Aksaray,İç Anadolu,2022,Buğday,50712,46950,10382.0,221.1,9.9,444.2,59,52.5,mid,40.75,1.88,28,-0.99,1,Yüksek,0.926
Aksaray,İç Anadolu,2023,Buğday,146932,141916,33987.1,239.5,10.7,363.3,55,56.8,mid,31.05,-0.2,28,8.32,1,Yüksek,0.966
Aksaray,İç Anadolu,2024,Buğday,86099,76533,16077.4,210.1,11.5,401.6,58,55.9,mid,32.13,0.79,28,-12.28,0,Düşük,0.889
Aksaray,İç Anadolu,2012,Mısır,122996,116471,85145.3,731.0,11.1,320.9,49,52.2,mid,26.52,-1.28,28,0.0,0,Düşük,0.947
Aksaray,İç Anadolu,2013,Mısır,27936,26008,18783.2,722.2,11.1,314.0,47,60.1,mid,25.95,-1.46,28,-1.2,0,Düşük,0.931
Aksaray,İç Anadolu,2014,Mısır,173751,152249,113328.7,744.4,9.4,341.2,40,49.0,mid,32.81,-0.76,28,3.07,0,Düşük,0.876
Aksaray,İç Anadolu,2015,Mısır,158373,146139,106697.8,730.1,12.2,347.1,40,49.1,mid,26.3,-0.61,28,-1.92,0,Düşük,0.923
Aksaray,İç Anadolu,2016,Mısır,19779,18492,12974.3,701.6,11.4,402.7,40,54.9,mid,32.48,0.81,28,-3.9,0,Düşük,0.935
Aksaray,İç Anadolu,2017,Mısır,72313,71100,56206.1,790.5,11.7,403.9,60,54.4,mid,31.8,0.85,28,12.67,1,Yüksek,0.983
Aksaray,İç Anadolu,2018,Mısır,34092,30773,23072.6,749.8,10.6,392.8,59,55.6,mid,33.86,0.56,28,-5.15,0,Düşük,0.903
Aksaray,İç Anadolu,2019,Mısır,41613,38972,28303.7,726.3,12.4,356.1,54,51.9,mid,26.57,-0.38,28,-3.13,0,Düşük,0.937
Aksaray,İç Anadolu,2020,Mısır,85771,83716,59932.2,715.9,11.0,328.5,40,49.4,mid,27.38,-1.09,28,-1.43,0,Düşük,0.976
Aksaray,İç Anadolu,2021,Mısır,26498,24634,18695.7,758.9,12.7,406.0,63,51.1,mid,29.64,0.9,28,6.01,1,Yüksek,0.93
Aksaray,İç Anadolu,2022,Mısır,111718,102835,69600.6,676.8,9.9,444.2,59,52.5,mid,40.75,1.88,28,-10.82,0,Düşük,0.92
Aksaray,İç Anadolu,2023,Mısır,134070,122586,94981.6,774.8,10.7,363.3,55,56.8,mid,31.05,-0.2,28,14.48,1,Yüksek,0.914
Aksaray,İç Anadolu,2024,Mısır,28932,27363,21324.2,779.3,11.5,401.6,58,55.9,mid,32.13,0.79,28,0.58,1,Yüksek,0.946
Amasya,Karadeniz,2012,Arpa,113352,98654,18612.6,188.7,13.1,367.6,41,60.1,mid,26.07,-1.26,18,0.0,0,Düşük,0.87
Amasya,Karadeniz,2013,Arpa,63150,62025,13183.5,212.6,12.3,455.8,43,57.2,mid,34.27,-0.09,18,12.67,1,Yüksek,0.982
Amasya,Karadeniz,2014,Arpa,15529,14904,3030.1,203.3,12.7,524.0,72,58.7,mid,38.25,0.82,18,-4.37,0,Düşük,0.96
Amasya,Karadeniz,2015,Arpa,179737,155344,32337.1,208.2,13.8,424.2,48,57.4,mid,28.66,-0.51,18,2.41,0,Düşük,0.864
Amasya,Karadeniz,2016,Arpa,57800,52632,10522.7,199.9,14.2,488.1,61,56.3,mid,32.11,0.34,18,-3.99,0,Düşük,0.911
Amasya,Karadeniz,2017,Arpa,123943,112170,24556.9,218.9,12.7,334.2,42,60.5,mid,24.39,-1.7,18,9.5,1,Yüksek,0.905
Amasya,Karadeniz,2018,Arpa,108727,99743,22583.9,226.4,13.7,419.2,53,54.8,mid,28.52,-0.57,18,3.43,1,Yüksek,0.917
Amasya,Karadeniz,2019,Arpa,77467,71227,16892.1,237.2,11.6,401.7,40,55.1,mid,31.88,-0.81,18,4.77,1,Yüksek,0.919
Amasya,Karadeniz,2020,Arpa,65522,58890,12030.7,204.3,13.7,466.0,64,63.8,mid,31.7,0.05,18,-13.87,0,Düşük,0.899
Amasya,Karadeniz,2021,Arpa,35013,34622,6532.3,188.7,14.2,598.7,86,66.8,mid,39.39,1.81,18,-7.64,0,Düşük,0.989
Amasya,Karadeniz,2022,Arpa,56550,55009,10995.5,199.9,13.1,568.0,66,61.6,mid,40.28,1.4,18,5.94,0,Düşük,0.973
Amasya,Karadeniz,2023,Arpa,132925,115358,25603.6,221.9,12.1,433.4,56,64.2,mid,33.08,-0.39,18,11.01,1,Yüksek,0.868
Amasya,Karadeniz,2024,Arpa,78366,71593,15812.9,220.9,13.1,530.9,75,59.2,mid,37.65,0.91,18,-0.45,1,Yüksek,0.914
Amasya,Karadeniz,2012,Ayçiçeği,137957,125613,13375.4,106.5,13.1,367.6,41,60.1,mid,26.07,-1.26,18,0.0,0,Düşük,0.911
Amasya,Karadeniz,2013,Ayçiçeği,181833,161587,22276.8,137.9,12.3,455.8,43,57.2,mid,34.27,-0.09,18,29.48,1,Yüksek,0.889
Amasya,Karadeniz,2014,Ayçiçeği,67821,62109,8818.6,142.0,12.7,524.0,72,58.7,mid,38.25,0.82,18,2.97,1,Yüksek,0.916
Amasya,Karadeniz,2015,Ayçiçeği,32898,31713,4234.0,133.5,13.8,424.2,48,57.4,mid,28.66,-0.51,18,-5.99,0,Düşük,0.964
Amasya,Karadeniz,2016,Ayçiçeği,61238,56004,7562.4,135.0,14.2,488.1,61,56.3,mid,32.11,0.34,18,1.12,0,Düşük,0.915
Amasya,Karadeniz,2017,Ayçiçeği,100798,99092,12638.8,127.5,12.7,334.2,42,60.5,mid,24.39,-1.7,18,-5.56,0,Düşük,0.983
Amasya,Karadeniz,2018,Ayçiçeği,185756,176978,26350.1,148.9,13.7,419.2,53,54.8,mid,28.52,-0.57,18,16.78,1,Yüksek,0.953
Amasya,Karadeniz,2019,Ayçiçeği,80992,76321,9420.1,123.4,11.6,401.7,40,55.1,mid,31.88,-0.81,18,-17.13,0,Düşük,0.942
Amasya,Karadeniz,2020,Ayçiçeği,109987,105355,13277.6,126.0,13.7,466.0,64,63.8,mid,31.7,0.05,18,2.11,0,Düşük,0.958
Amasya,Karadeniz,2021,Ayçiçeği,83563,77516,9141.9,117.9,14.2,598.7,86,66.8,mid,39.39,1.81,18,-6.43,0,Düşük,0.928
Amasya,Karadeniz,2022,Ayçiçeği,12549,12294,1634.6,133.0,13.1,568.0,66,61.6,mid,40.28,1.4,18,12.81,0,Düşük,0.98
Amasya,Karadeniz,2023,Ayçiçeği,192299,187669,22105.2,117.8,12.1,433.4,56,64.2,mid,33.08,-0.39,18,-11.43,0,Düşük,0.976
Amasya,Karadeniz,2024,Ayçiçeği,91879,84480,12432.7,147.2,13.1,530.9,75,59.2,mid,37.65,0.91,18,24.96,1,Yüksek,0.919
Amasya,Karadeniz,2012,Buğday,112157,106885,24967.5,233.6,13.1,367.6,41,60.1,mid,26.07,-1.26,18,0.0,1,Yüksek,0.953
Amasya,Karadeniz,2013,Buğday,198581,174386,39135.3,224.4,12.3,455.8,43,57.2,mid,34.27,-0.09,18,-3.94,1,Yüksek,0.878
Amasya,Karadeniz,2014,Buğday,106746,96263,20005.3,207.8,12.7,524.0,72,58.7,mid,38.25,0.82,18,-7.4,0,Düşük,0.902
Amasya,Karadeniz,2015,Buğday,164252,148326,33258.8,224.2,13.8,424.2,48,57.4,mid,28.66,-0.51,18,7.89,1,Yüksek,0.903
Amasya,Karadeniz,2016,Buğday,138071,122991,26715.8,217.2,14.2,488.1,61,56.3,mid,32.11,0.34,18,-3.12,1,Yüksek,0.891
Amasya,Karadeniz,2017,Buğday,153848,149730,32164.4,214.8,12.7,334.2,42,60.5,mid,24.39,-1.7,18,-1.1,0,Düşük,0.973
Amasya,Karadeniz,2018,Buğday,108577,99512,22329.8,224.4,13.7,419.2,53,54.8,mid,28.52,-0.57,18,4.47,1,Yüksek,0.917
Amasya,Karadeniz,2019,Buğday,101491,95280,22968.5,241.1,11.6,401.7,40,55.1,mid,31.88,-0.81,18,7.44,1,Yüksek,0.939
Amasya,Karadeniz,2020,Buğday,119780,106458,24139.6,226.8,13.7,466.0,64,63.8,mid,31.7,0.05,18,-5.93,1,Yüksek,0.889
Amasya,Karadeniz,2021,Buğday,38719,36716,7590.4,206.7,14.2,598.7,86,66.8,mid,39.39,1.81,18,-8.86,0,Düşük,0.948
Amasya,Karadeniz,2022,Buğday,140853,130976,26534.2,202.6,13.1,568.0,66,61.6,mid,40.28,1.4,18,-1.98,0,Düşük,0.93
Amasya,Karadeniz,2023,Buğday,34986,34199,6940.8,203.0,12.1,433.4,56,64.2,mid,33.08,-0.39,18,0.2,0,Düşük,0.978
Amasya,Karadeniz,2024,Buğday,110474,105618,22903.8,216.9,13.1,530.9,75,59.2,mid,37.65,0.91,18,6.85,1,Yüksek,0.956
Amasya,Karadeniz,2012,Mısır,94909,85950,46722.8,543.6,13.1,367.6,41,60.1,mid,26.07,-1.26,18,0.0,0,Düşük,0.906
Amasya,Karadeniz,2013,Mısır,184559,168872,99236.5,587.6,12.3,455.8,43,57.2,mid,34.27,-0.09,18,8.09,0,Düşük,0.915
Amasya,Karadeniz,2014,Mısır,162048,153746,93896.8,610.7,12.7,524.0,72,58.7,mid,38.25,0.82,18,3.93,0,Düşük,0.949
Amasya,Karadeniz,2015,Mısır,59740,58072,35275.5,607.4,13.8,424.2,48,57.4,mid,28.66,-0.51,18,-0.54,0,Düşük,0.972
Amasya,Karadeniz,2016,Mısır,36153,33401,17374.1,520.2,14.2,488.1,61,56.3,mid,32.11,0.34,18,-14.36,0,Düşük,0.924
Amasya,Karadeniz,2017,Mısır,41282,39073,21191.4,542.4,12.7,334.2,42,60.5,mid,24.39,-1.7,18,4.27,0,Düşük,0.946
Amasya,Karadeniz,2018,Mısır,40577,37875,19574.9,516.8,13.7,419.2,53,54.8,mid,28.52,-0.57,18,-4.72,0,Düşük,0.933
Amasya,Karadeniz,2019,Mısır,127537,112164,61440.9,547.8,11.6,401.7,40,55.1,mid,31.88,-0.81,18,6.0,0,Düşük,0.879
Amasya,Karadeniz,2020,Mısır,109429,106119,59722.9,562.8,13.7,466.0,64,63.8,mid,31.7,0.05,18,2.74,0,Düşük,0.97
Amasya,Karadeniz,2021,Mısır,142727,139381,80680.2,578.8,14.2,598.7,86,66.8,mid,39.39,1.81,18,2.84,0,Düşük,0.977
Amasya,Karadeniz,2022,Mısır,180725,166295,82574.0,496.6,13.1,568.0,66,61.6,mid,40.28,1.4,18,-14.2,0,Düşük,0.92
Amasya,Karadeniz,2023,Mısır,62888,56020,31718.0,566.2,12.1,433.4,56,64.2,mid,33.08,-0.39,18,14.02,0,Düşük,0.891
Amasya,Karadeniz,2024,Mısır,95245,89294,49636.2,555.9,13.1,530.9,75,59.2,mid,37.65,0.91,18,-1.82,0,Düşük,0.938
Ankara,İç Anadolu,2012,Arpa,107302,99856,23393.9,234.3,11.2,435.6,58,58.2,mid,35.7,0.67,28,0.0,1,Yüksek,0.931
Ankara,İç Anadolu,2013,Arpa,92362,86890,19256.7,221.6,11.7,209.8,40,57.6,mid,16.52,-2.57,28,-5.42,1,Yüksek,0.941
Ankara,İç Anadolu,2014,Arpa,109647,101195,24080.2,238.0,10.7,442.1,60,58.6,mid,37.79,0.76,28,7.4,1,Yüksek,0.923
Ankara,İç Anadolu,2015,Arpa,99192,93189,21160.7,227.1,12.3,377.8,40,58.2,mid,28.41,-0.16,28,-4.58,1,Yüksek,0.939
Ankara,İç Anadolu,2016,Arpa,53928,51989,12797.9,246.2,11.0,415.0,49,53.5,mid,34.58,0.37,28,8.41,1,Yüksek,0.964
Ankara,İç Anadolu,2017,Arpa,138023,126825,29995.0,236.5,11.9,472.1,40,53.7,mid,36.6,1.19,28,-3.94,1,Yüksek,0.919
Ankara,İç Anadolu,2018,Arpa,179077,161154,36320.4,225.4,12.1,381.4,40,56.4,mid,29.11,-0.11,28,-4.69,1,Yüksek,0.9
Ankara,İç Anadolu,2019,Arpa,146774,134263,28296.2,210.8,11.3,439.1,50,61.3,mid,35.7,0.72,28,-6.48,0,Düşük,0.915
Ankara,İç Anadolu,2020,Arpa,82658,74613,17142.1,229.7,11.5,348.5,40,57.4,mid,27.88,-0.58,28,8.97,1,Yüksek,0.903
Ankara,İç Anadolu,2021,Arpa,130604,124842,29037.3,232.6,11.7,408.7,65,57.2,mid,32.18,0.28,28,1.26,1,Yüksek,0.956
Ankara,İç Anadolu,2022,Arpa,41113,35913,8356.1,232.7,12.2,435.3,68,56.5,mid,32.98,0.66,28,0.04,1,Yüksek,0.874
Ankara,İç Anadolu,2023,Arpa,22558,20350,4922.5,241.9,11.5,403.4,54,55.0,mid,32.27,0.21,28,3.95,1,Yüksek,0.902
Ankara,İç Anadolu,2024,Arpa,154328,141962,33893.1,238.7,11.8,287.9,40,54.5,mid,22.49,-1.45,28,-1.32,1,Yüksek,0.92
Ankara,İç Anadolu,2012,Ayçiçeği,40507,37504,5501.2,146.7,11.2,435.6,58,58.2,mid,35.7,0.67,28,0.0,1,Yüksek,0.926
Ankara,İç Anadolu,2013,Ayçiçeği,98789,84978,11036.0,129.9,11.7,209.8,40,57.6,mid,16.52,-2.57,28,-11.45,0,Düşük,0.86
Ankara,İç Anadolu,2014,Ayçiçeği,78705,76332,11511.2,150.8,10.7,442.1,60,58.6,mid,37.79,0.76,28,16.09,1,Yüksek,0.97
Ankara,İç Anadolu,2015,Ayçiçeği,156697,152203,20243.6,133.0,12.3,377.8,40,58.2,mid,28.41,-0.16,28,-11.8,0,Düşük,0.971
Ankara,İç Anadolu,2016,Ayçiçeği,140772,127424,19356.7,151.9,11.0,415.0,49,53.5,mid,34.58,0.37,28,14.21,1,Yüksek,0.905
Ankara,İç Anadolu,2017,Ayçiçeği,5595,5192,799.5,154.0,11.9,472.1,40,53.7,mid,36.6,1.19,28,1.38,1,Yüksek,0.928
Ankara,İç Anadolu,2018,Ayçiçeği,86029,78637,11246.4,143.0,12.1,381.4,40,56.4,mid,29.11,-0.11,28,-7.14,1,Yüksek,0.914
Ankara,İç Anadolu,2019,Ayçiçeği,122369,111361,17453.8,156.7,11.3,439.1,50,61.3,mid,35.7,0.72,28,9.58,1,Yüksek,0.91
Ankara,İç Anadolu,2020,Ayçiçeği,62480,58871,8776.4,149.1,11.5,348.5,40,57.4,mid,27.88,-0.58,28,-4.85,1,Yüksek,0.942
Ankara,İç Anadolu,2021,Ayçiçeği,195707,177598,25838.1,145.5,11.7,408.7,65,57.2,mid,32.18,0.28,28,-2.41,1,Yüksek,0.907
Ankara,İç Anadolu,2022,Ayçiçeği,83218,77489,13653.1,176.2,12.2,435.3,68,56.5,mid,32.98,0.66,28,21.1,1,Yüksek,0.931
Ankara,İç Anadolu,2023,Ayçiçeği,82924,78026,9752.8,125.0,11.5,403.4,54,55.0,mid,32.27,0.21,28,-29.06,0,Düşük,0.941
Ankara,İç Anadolu,2024,Ayçiçeği,49013,44131,5593.7,126.8,11.8,287.9,40,54.5,mid,22.49,-1.45,28,1.44,0,Düşük,0.9
Ankara,İç Anadolu,2012,Buğday,34680,31308,7056.7,225.4,11.2,435.6,58,58.2,mid,35.7,0.67,28,0.0,1,Yüksek,0.903
Ankara,İç Anadolu,2013,Buğday,5453,4881,1106.0,226.6,11.7,209.8,40,57.6,mid,16.52,-2.57,28,0.53,1,Yüksek,0.895
Ankara,İç Anadolu,2014,Buğday,8543,8140,1819.9,223.6,10.7,442.1,60,58.6,mid,37.79,0.76,28,-1.32,1,Yüksek,0.953
Ankara,İç Anadolu,2015,Buğday,159591,153278,34535.1,225.3,12.3,377.8,40,58.2,mid,28.41,-0.16,28,0.76,1,Yüksek,0.96
Ankara,İç Anadolu,2016,Buğday,102037,95035,22338.9,235.1,11.0,415.0,49,53.5,mid,34.58,0.37,28,4.35,1,Yüksek,0.931
Ankara,İç Anadolu,2017,Buğday,76185,71027,16248.8,228.8,11.9,472.1,40,53.7,mid,36.6,1.19,28,-2.68,1,Yüksek,0.932
Ankara,İç Anadolu,2018,Buğday,182145,162227,37357.0,230.3,12.1,381.4,40,56.4,mid,29.11,-0.11,28,0.66,1,Yüksek,0.891
Ankara,İç Anadolu,2019,Buğday,104525,102266,23970.9,234.4,11.3,439.1,50,61.3,mid,35.7,0.72,28,1.78,1,Yüksek,0.978
Ankara,İç Anadolu,2020,Buğday,149407,146736,31092.8,211.9,11.5,348.5,40,57.4,mid,27.88,-0.58,28,-9.6,0,Düşük,0.982
Ankara,İç Anadolu,2021,Buğday,34086,32155,6853.7,213.1,11.7,408.7,65,57.2,mid,32.18,0.28,28,0.57,0,Düşük,0.943
Ankara,İç Anadolu,2022,Buğday,80164,69463,15042.1,216.5,12.2,435.3,68,56.5,mid,32.98,0.66,28,1.6,0,Düşük,0.867
Ankara,İç Anadolu,2023,Buğday,125811,107218,23482.9,219.0,11.5,403.4,54,55.0,mid,32.27,0.21,28,1.15,1,Yüksek,0.852
Ankara,İç Anadolu,2024,Buğday,153878,143581,27333.1,190.4,11.8,287.9,40,54.5,mid,22.49,-1.45,28,-13.06,0,Düşük,0.933
Ankara,İç Anadolu,2012,Mısır,115100,103340,80659.1,780.5,11.2,435.6,58,58.2,mid,35.7,0.67,28,0.0,1,Yüksek,0.898
Ankara,İç Anadolu,2013,Mısır,82707,77338,55646.5,719.5,11.7,209.8,40,57.6,mid,16.52,-2.57,28,-7.82,0,Düşük,0.935
Ankara,İç Anadolu,2014,Mısır,70867,63182,49837.9,788.8,10.7,442.1,60,58.6,mid,37.79,0.76,28,9.63,1,Yüksek,0.892
Ankara,İç Anadolu,2015,Mısır,94367,90810,70805.7,779.7,12.3,377.8,40,58.2,mid,28.41,-0.16,28,-1.15,1,Yüksek,0.962
Ankara,İç Anadolu,2016,Mısır,103256,92953,69621.6,749.0,11.0,415.0,49,53.5,mid,34.58,0.37,28,-3.94,0,Düşük,0.9
Ankara,İç Anadolu,2017,Mısır,46954,43885,31090.7,708.5,11.9,472.1,40,53.7,mid,36.6,1.19,28,-5.41,0,Düşük,0.935
Ankara,İç Anadolu,2018,Mısır,130155,115699,88924.7,768.6,12.1,381.4,40,56.4,mid,29.11,-0.11,28,8.48,1,Yüksek,0.889
Ankara,İç Anadolu,2019,Mısır,139854,125778,97561.7,775.7,11.3,439.1,50,61.3,mid,35.7,0.72,28,0.92,1,Yüksek,0.899
Ankara,İç Anadolu,2020,Mısır,125721,122962,91250.7,742.1,11.5,348.5,40,57.4,mid,27.88,-0.58,28,-4.33,0,Düşük,0.978
Ankara,İç Anadolu,2021,Mısır,106505,99782,71997.8,721.6,11.7,408.7,65,57.2,mid,32.18,0.28,28,-2.76,0,Düşük,0.937
Ankara,İç Anadolu,2022,Mısır,136042,134559,89073.8,662.0,12.2,435.3,68,56.5,mid,32.98,0.66,28,-8.26,0,Düşük,0.989
Ankara,İç Anadolu,2023,Mısır,37376,36931,27582.0,746.9,11.5,403.4,54,55.0,mid,32.27,0.21,28,12.82,0,Düşük,0.988
Ankara,İç Anadolu,2024,Mısır,161829,155740,112198.6,720.4,11.8,287.9,40,54.5,mid,22.49,-1.45,28,-3.55,0,Düşük,0.962
Antalya,Akdeniz,2012,Arpa,181819,176600,34925.0,197.8,20.2,1041.3,144,65.0,low,49.12,-0.33,20,0.0,0,Düşük,0.971
Antalya,Akdeniz,2013,Arpa,15304,13767,2467.4,179.2,19.3,1386.2,167,63.5,low,68.29,1.95,20,-9.4,0,Düşük,0.9
Antalya,Akdeniz,2014,Arpa,107834,97015,18759.0,193.4,17.4,952.8,124,59.7,low,51.78,-0.92,20,7.92,0,Düşük,0.9
Antalya,Akdeniz,2015,Arpa,105485,103071,20392.9,197.9,17.5,1076.3,128,57.4,low,58.18,-0.1,20,2.33,0,Düşük,0.977
Antalya,Akdeniz,2016,Arpa,140675,121970,20724.0,169.9,17.9,1088.1,132,60.3,low,57.57,-0.02,20,-14.15,0,Düşük,0.867
Antalya,Akdeniz,2017,Arpa,176653,164738,26986.1,163.8,18.6,1202.7,142,61.3,low,61.36,0.74,20,-3.59,0,Düşük,0.933
Antalya,Akdeniz,2018,Arpa,12987,12324,1904.5,154.5,17.2,1307.6,171,61.8,low,71.85,1.43,20,-5.68,0,Düşük,0.949
Antalya,Akdeniz,2019,Arpa,37966,33932,6090.6,179.5,18.2,1019.3,138,58.8,low,53.09,-0.48,20,16.18,0,Düşük,0.894
Antalya,Akdeniz,2020,Arpa,8084,7356,1386.7,188.5,19.3,1024.6,126,62.5,low,50.47,-0.44,20,5.01,0,Düşük,0.91
Antalya,Akdeniz,2021,Arpa,102206,97824,21046.5,215.1,19.4,842.1,105,65.5,low,41.28,-1.65,20,14.11,1,Yüksek,0.957
Antalya,Akdeniz,2022,Arpa,15785,14022,2548.9,181.8,18.4,1144.3,168,61.9,low,58.98,0.35,20,-15.48,0,Düşük,0.888
Antalya,Akdeniz,2023,Arpa,158778,155984,31058.5,199.1,18.0,899.9,111,63.0,low,47.36,-1.27,20,9.52,0,Düşük,0.982
Antalya,Akdeniz,2024,Arpa,79694,72017,12560.5,174.4,17.8,1201.6,150,62.8,low,63.91,0.73,20,-12.41,0,Düşük,0.904
Antalya,Akdeniz,2012,Ayçiçeği,24023,22692,3164.8,139.5,20.2,1041.3,144,65.0,low,49.12,-0.33,20,0.0,1,Yüksek,0.945
Antalya,Akdeniz,2013,Ayçiçeği,104485,102542,11487.0,112.0,19.3,1386.2,167,63.5,low,68.29,1.95,20,-19.71,0,Düşük,0.981
Antalya,Akdeniz,2014,Ayçiçeği,176806,155130,26274.3,169.4,17.4,952.8,124,59.7,low,51.78,-0.92,20,51.25,1,Yüksek,0.877
Antalya,Akdeniz,2015,Ayçiçeği,34863,30261,4321.8,142.8,17.5,1076.3,128,57.4,low,58.18,-0.1,20,-15.7,1,Yüksek,0.868
Antalya,Akdeniz,2016,Ayçiçeği,61344,58582,9038.4,154.3,17.9,1088.1,132,60.3,low,57.57,-0.02,20,8.05,1,Yüksek,0.955
Antalya,Akdeniz,2017,Ayçiçeği,28283,26333,3347.9,127.1,18.6,1202.7,142,61.3,low,61.36,0.74,20,-17.63,0,Düşük,0.931
Antalya,Akdeniz,2018,Ayçiçeği,10033,9561,1291.5,135.1,17.2,1307.6,171,61.8,low,71.85,1.43,20,6.29,0,Düşük,0.953
Antalya,Akdeniz,2019,Ayçiçeği,153630,138886,20110.4,144.8,18.2,1019.3,138,58.8,low,53.09,-0.48,20,7.18,1,Yüksek,0.904
Antalya,Akdeniz,2020,Ayçiçeği,165337,145318,22654.0,155.9,19.3,1024.6,126,62.5,low,50.47,-0.44,20,7.67,1,Yüksek,0.879
Antalya,Akdeniz,2021,Ayçiçeği,36186,34749,5159.2,148.5,19.4,842.1,105,65.5,low,41.28,-1.65,20,-4.75,1,Yüksek,0.96
Antalya,Akdeniz,2022,Ayçiçeği,151583,133753,20133.5,150.5,18.4,1144.3,168,61.9,low,58.98,0.35,20,1.35,1,Yüksek,0.882
Antalya,Akdeniz,2023,Ayçiçeği,7716,7360,1127.5,153.2,18.0,899.9,111,63.0,low,47.36,-1.27,20,1.79,1,Yüksek,0.954
Antalya,Akdeniz,2024,Ayçiçeği,39980,36843,4913.1,133.4,17.8,1201.6,150,62.8,low,63.91,0.73,20,-12.92,0,Düşük,0.922
